club_profile_user29_team_trace | seed=424242 years=5
trace_team_ids=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 29, 33, 38, 46]

=== opening ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 24.08 72.92 4 35 25
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 26.08 67.15 9 29 31
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 27.62 68.38 13 23 37
6 'ビーホークス三河' push 0 0 0 0 0 0 0 24.15 74.77 3 37 23
7 '川崎ブレイクライトニング' push 0 0 0 0 0 0 0 26.85 65.31 12 24 36
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.62 71.31 7 33 27
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 26.85 70.15 8 32 28
10 '佐賀ブーマーズ' push 0 0 0 0 0 0 0 28.38 65.85 14 22 38
11 '広島タイガーランズ' push 0 0 0 0 0 0 0 26.46 68.85 5 35 25
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 0 25.00 68.31 1 43 17
13 '大阪エビーズ' rebuild 0 0 0 0 0 0 0 28.08 67.54 16 19 41
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 26.46 64.15 11 26 34
15 '島根カグヅチウィザーズ' rebuild 0 0 0 0 0 0 0 25.54 69.85 15 21 39
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 27.23 69.15 2 39 21
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 26.77 69.23 4 33 27
18 '仙台46ers' push 0 0 0 0 0 0 0 26.15 68.23 2 34 26
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.92 65.00 6 32 28
20 '茨城メカニックス' push 0 0 0 0 0 0 0 26.31 67.31 1 38 22
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 26.23 67.69 5 33 27
22 'エルトゥール千葉' rebuild 0 0 0 0 0 0 0 26.54 67.62 14 26 34
25 '滋賀リバーズ' push 0 0 0 0 0 0 0 25.46 68.08 3 33 27
26 '京都ホーネッツ' push 0 0 0 0 0 0 0 25.77 70.69 7 30 30
27 '神戸スパーズ' hold 0 0 0 0 0 0 0 26.38 67.23 8 30 30
29 '福岡ファルコンズ' rebuild 0 0 0 0 0 0 0 25.31 65.92 16 23 37
33 '青森ワルツ' hold 0 0 0 0 0 0 0 25.69 71.46 9 29 31
38 '奈良ディアーズ' rebuild 0 0 0 0 0 0 0 26.62 67.08 15 22 38
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 25.38 70.46 5 33 27

=== after_offseason_y1 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.62 65.92 6 0 0
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 29.23 71.08 10 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.08 73.08 4 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.08 67.00 9 0 0
5 '名古屋ハートホエールズ' push 1 1 2 0 1 1 0 27.92 68.23 13 0 0
6 'ビーホークス三河' push 1 1 2 0 1 1 0 24.85 74.85 3 0 0
7 '川崎ブレイクライトニング' push 1 1 2 0 1 1 0 28.08 65.23 12 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.62 71.31 7 0 0
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.85 70.00 8 0 0
10 '佐賀ブーマーズ' push 1 1 2 0 1 1 0 30.08 66.31 14 0 0
11 '広島タイガーランズ' push 0 0 0 0 0 0 0 26.83 69.75 5 0 0
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 0 26.00 68.23 1 0 0
13 '大阪エビーズ' rebuild 0 0 0 0 0 0 0 29.08 67.38 16 0 0
14 '浜松サンダーバーズ' push 0 0 0 1 0 0 1 26.15 64.15 11 0 0
15 '島根カグヅチウィザーズ' hold 1 1 2 0 1 1 0 25.85 69.31 15 0 0
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 27.67 69.92 2 0 0
17 'アペカムイ北海道' push 1 1 2 0 1 1 0 28.08 69.08 4 0 0
18 '仙台46ers' push 0 0 0 0 0 0 0 27.15 68.23 2 0 0
19 '秋田ノースラッキーズ' hold 0 0 0 0 0 0 0 25.45 66.27 6 0 0
20 '茨城メカニックス' push 0 0 0 0 0 0 0 27.31 67.23 1 0 0
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 27.23 67.54 5 0 0
22 'エルトゥール千葉' hold 0 0 0 0 0 0 0 27.54 67.69 14 0 0
25 '滋賀リバーズ' push 0 0 0 1 0 0 1 25.38 67.15 3 0 0
26 '京都ホーネッツ' push 1 1 2 1 1 1 1 25.08 69.54 7 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 27.38 67.08 8 0 0
29 '福岡ファルコンズ' hold 0 0 0 0 0 0 0 26.31 65.62 16 0 0
33 '青森ワルツ' hold 1 1 2 0 1 1 0 26.69 71.31 9 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 27.62 66.85 15 0 0
46 '鳥取サキューズ' hold 0 0 0 0 0 0 0 26.38 70.38 5 0 0

=== after_season_y2 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.62 65.92 5 33 27
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 29.23 71.08 7 30 30
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.08 73.08 6 32 28
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.08 67.00 13 25 35
5 '名古屋ハートホエールズ' push 0 0 0 0 1 1 0 27.92 68.23 11 27 33
6 'ビーホークス三河' push 0 0 0 0 1 1 0 24.85 74.85 1 43 17
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 28.08 65.23 16 23 37
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.62 71.31 4 35 25
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.85 70.00 14 24 36
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 30.08 66.31 15 24 36
11 '広島タイガーランズ' push 0 0 0 0 0 0 0 26.83 69.75 8 29 31
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 0 26.00 68.23 2 38 22
13 '大阪エビーズ' rebuild 0 0 0 0 0 0 0 29.08 67.38 16 18 42
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 1 26.15 64.15 12 26 34
15 '島根カグヅチウィザーズ' hold 0 0 0 0 1 1 0 25.85 69.31 9 29 31
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 27.67 69.92 3 37 23
17 'アペカムイ北海道' push 0 0 0 0 1 1 0 28.08 69.08 10 27 33
18 '仙台46ers' push 0 0 0 0 0 0 0 27.15 68.23 3 37 23
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.45 66.27 10 29 31
20 '茨城メカニックス' push 0 0 0 0 0 0 0 27.31 67.23 2 38 22
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 27.23 67.54 6 34 26
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 27.54 67.69 15 18 42
25 '滋賀リバーズ' hold 0 0 0 0 0 0 1 25.38 67.15 11 28 32
26 '京都ホーネッツ' push 0 0 0 0 1 1 1 25.08 69.54 9 27 33
27 '神戸スパーズ' hold 0 0 0 0 0 0 0 27.38 67.08 12 28 32
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 26.31 65.62 12 27 33
33 '青森ワルツ' push 0 0 0 0 1 1 0 26.69 71.31 2 37 23
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 27.62 66.85 8 29 31
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 26.38 70.38 1 39 21

=== after_offseason_y2 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.08 66.38 5 0 0
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 28.92 70.92 7 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 26.08 73.00 6 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.54 67.38 13 0 0
5 '名古屋ハートホエールズ' push 0 0 0 0 1 1 0 26.54 68.31 11 0 0
6 'ビーホークス三河' push 0 0 0 1 1 1 1 25.75 75.75 1 0 0
7 '川崎ブレイクライトニング' hold 0 0 0 0 1 1 0 27.46 64.92 16 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.31 70.69 4 0 0
9 '長崎パルカンズ' push 0 0 0 1 0 0 1 27.46 70.46 14 0 0
10 '佐賀ブーマーズ' hold 0 0 0 0 1 1 0 29.69 66.08 15 0 0
11 '広島タイガーランズ' push 0 0 0 3 0 0 3 25.58 68.83 8 0 0
12 'シンライダーズ渋谷' push 1 1 2 0 1 1 0 26.00 68.85 2 0 0
13 '大阪エビーズ' hold 0 0 0 0 0 0 0 28.31 67.77 16 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 1 26.85 65.31 12 0 0
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 26.77 69.46 9 0 0
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 27.92 69.31 3 0 0
17 'アペカムイ北海道' push 1 1 2 0 2 2 0 28.23 68.54 10 0 0
18 '仙台46ers' push 0 0 0 0 0 0 0 27.15 68.23 3 0 0
19 '秋田ノースラッキーズ' hold 1 1 2 0 1 1 0 26.15 65.31 10 0 0
20 '茨城メカニックス' push 0 0 0 0 0 0 0 26.85 66.15 2 0 0
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 26.77 65.85 6 0 0
22 'エルトゥール千葉' hold 0 0 0 0 0 0 0 26.92 66.38 15 0 0
25 '滋賀リバーズ' push 0 0 0 0 0 0 1 26.31 67.69 11 0 0
26 '京都ホーネッツ' push 0 0 0 0 1 1 1 25.08 70.54 9 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.92 65.15 12 0 0
29 '福岡ファルコンズ' hold 0 0 0 0 0 0 0 25.85 65.46 12 0 0
33 '青森ワルツ' push 0 0 0 0 1 1 0 27.62 71.54 2 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 27.08 65.23 8 0 0
46 '鳥取サキューズ' push 1 1 2 0 1 1 0 27.54 70.38 1 0 0

=== after_season_y3 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.08 66.38 8 32 28
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 28.92 70.92 9 30 30
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 26.08 73.00 6 32 28
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.54 67.38 13 26 34
5 '名古屋ハートホエールズ' push 0 0 0 0 1 1 0 26.54 68.31 16 21 39
6 'ビーホークス三河' push 0 0 0 0 1 1 1 25.75 75.83 2 37 23
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 27.46 64.92 16 18 42
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.31 70.69 14 25 35
9 '長崎パルカンズ' push 0 0 0 0 0 0 1 27.46 70.46 15 22 38
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 29.69 66.08 15 21 39
11 '広島タイガーランズ' push 0 0 0 1 0 0 4 25.23 68.85 11 27 33
12 'シンライダーズ渋谷' push 0 0 0 0 1 1 0 26.00 68.85 10 29 31
13 '大阪エビーズ' push 0 0 0 0 0 0 0 28.31 67.77 5 34 26
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 1 26.85 65.31 7 32 28
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 26.77 69.46 7 31 29
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 27.92 69.31 3 36 24
17 'アペカムイ北海道' push 0 0 0 0 2 2 0 28.23 68.54 1 38 22
18 '仙台46ers' push 0 0 0 0 0 0 0 27.15 68.23 4 34 26
19 '秋田ノースラッキーズ' push 0 0 0 0 1 1 0 26.15 65.31 5 34 26
20 '茨城メカニックス' hold 0 0 0 0 0 0 0 26.85 66.15 14 23 37
21 '越谷ガンマズ' hold 0 0 0 0 0 0 0 26.77 65.85 12 27 33
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 26.92 66.38 14 26 34
25 '滋賀リバーズ' push 0 0 0 0 0 0 1 26.31 67.69 6 33 27
26 '京都ホーネッツ' push 0 0 0 0 1 1 1 25.08 70.54 12 27 33
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.92 65.15 10 29 31
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 25.85 65.46 9 30 30
33 '青森ワルツ' push 0 0 0 0 1 1 0 27.62 71.62 6 31 29
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 27.08 65.23 16 18 42
46 '鳥取サキューズ' push 0 0 0 0 1 1 0 27.54 70.46 5 32 28

=== after_offseason_y3 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.92 67.00 8 0 0
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 28.46 71.15 9 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 27.08 72.85 6 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 26.08 67.69 13 0 0
5 '名古屋ハートホエールズ' hold 0 0 0 0 1 1 0 27.46 68.46 16 0 0
6 'ビーホークス三河' push 0 0 0 3 1 1 4 25.67 72.75 2 0 0
7 '川崎ブレイクライトニング' hold 0 0 0 0 1 1 0 28.38 65.54 16 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.92 70.00 14 0 0
9 '長崎パルカンズ' hold 1 1 2 0 1 1 1 28.23 70.46 15 0 0
10 '佐賀ブーマーズ' hold 0 0 0 0 1 1 0 27.92 66.15 15 0 0
11 '広島タイガーランズ' push 0 0 0 0 0 0 4 26.00 69.08 11 0 0
12 'シンライダーズ渋谷' push 1 1 2 0 2 2 0 26.15 69.38 10 0 0
13 '大阪エビーズ' push 0 0 0 0 0 0 0 29.15 68.77 5 0 0
14 '浜松サンダーバーズ' push 1 1 2 0 1 1 1 25.46 65.54 7 0 0
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 26.38 69.62 7 0 0
16 '横浜パイレーツ' push 1 1 2 0 1 1 0 26.31 68.62 3 0 0
17 'アペカムイ北海道' push 0 0 0 0 2 2 0 28.77 68.46 1 0 0
18 '仙台46ers' push 0 0 0 0 0 0 0 26.54 67.77 4 0 0
19 '秋田ノースラッキーズ' hold 1 1 2 0 2 2 0 25.15 65.08 5 0 0
20 '茨城メカニックス' hold 1 1 2 0 1 1 0 27.08 67.31 14 0 0
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 27.62 66.38 12 0 0
22 'エルトゥール千葉' hold 0 0 0 0 0 0 0 26.62 67.54 14 0 0
25 '滋賀リバーズ' push 0 0 0 0 0 0 1 27.23 67.77 6 0 0
26 '京都ホーネッツ' push 0 0 0 0 1 1 1 24.69 70.23 12 0 0
27 '神戸スパーズ' push 1 1 2 0 1 1 0 27.08 65.38 10 0 0
29 '福岡ファルコンズ' hold 0 0 0 0 0 0 0 24.08 65.46 9 0 0
33 '青森ワルツ' hold 0 0 0 0 1 1 0 27.00 70.08 6 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 27.69 65.85 16 0 0
46 '鳥取サキューズ' push 0 0 0 0 1 1 0 28.54 70.38 5 0 0

=== after_season_y4 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.92 67.00 14 25 35
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 28.46 71.23 15 25 35
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 27.08 72.85 10 30 30
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 26.08 67.69 16 18 42
5 '名古屋ハートホエールズ' hold 0 0 0 0 1 1 0 27.46 68.54 11 29 31
6 'ビーホークス三河' push 0 0 0 0 1 1 4 25.67 72.75 6 33 27
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 28.38 65.54 15 25 35
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.92 70.08 13 25 35
9 '長崎パルカンズ' hold 0 0 0 0 1 1 1 28.23 70.46 9 30 30
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 27.92 66.15 12 28 32
11 '広島タイガーランズ' push 0 0 0 0 0 0 4 26.00 69.08 12 25 35
12 'シンライダーズ渋谷' push 0 0 0 0 2 2 0 26.15 69.38 7 32 28
13 '大阪エビーズ' push 0 0 0 0 0 0 0 29.15 68.77 4 33 27
14 '浜松サンダーバーズ' push 0 0 0 0 1 1 1 25.46 65.54 3 34 26
15 '島根カグヅチウィザーズ' hold 0 0 0 0 1 1 0 26.38 69.62 13 29 31
16 '横浜パイレーツ' push 0 0 0 0 1 1 0 26.31 68.62 11 29 31
17 'アペカムイ北海道' push 0 0 0 0 2 2 0 28.77 68.46 8 32 28
18 '仙台46ers' push 0 0 0 0 0 0 0 26.54 67.77 9 32 28
19 '秋田ノースラッキーズ' push 0 0 0 0 2 2 0 25.15 65.08 1 37 23
20 '茨城メカニックス' push 0 0 0 0 1 1 0 27.08 67.31 2 34 26
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 27.62 66.38 10 29 31
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 26.62 67.54 7 31 29
25 '滋賀リバーズ' push 0 0 0 0 0 0 1 27.23 67.77 15 27 33
26 '京都ホーネッツ' push 0 0 0 0 1 1 1 24.69 70.23 2 36 24
27 '神戸スパーズ' push 0 0 0 0 1 1 0 27.08 65.38 7 31 29
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 24.08 65.46 11 28 32
33 '青森ワルツ' push 0 0 0 0 1 1 0 27.00 70.08 5 31 29
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 27.69 65.85 9 29 31
46 '鳥取サキューズ' push 0 0 0 0 1 1 0 28.54 70.38 5 33 27

=== after_offseason_y4 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.62 67.08 14 0 0
2 '千葉ジャイアンツ' hold 0 0 0 0 0 0 0 27.92 70.31 15 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 1 0 0 1 27.64 72.09 10 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.08 67.77 16 0 0
5 '名古屋ハートホエールズ' push 0 0 0 0 1 1 0 27.31 68.85 11 0 0
6 'ビーホークス三河' push 0 0 0 0 1 1 4 24.75 70.92 6 0 0
7 '川崎ブレイクライトニング' hold 0 0 0 0 1 1 0 27.23 66.31 15 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.64 71.09 13 0 0
9 '長崎パルカンズ' push 0 0 0 0 1 1 1 27.85 69.92 9 0 0
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 28.62 66.31 12 0 0
11 '広島タイガーランズ' push 0 0 0 0 0 0 4 24.46 69.69 12 0 0
12 'シンライダーズ渋谷' push 1 1 2 0 3 3 0 27.31 69.46 7 0 0
13 '大阪エビーズ' push 0 0 0 0 0 0 0 27.23 66.46 4 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 1 1 1 26.46 65.38 3 0 0
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 27.31 69.92 13 0 0
16 '横浜パイレーツ' push 0 0 0 0 1 1 0 26.62 69.08 11 0 0
17 'アペカムイ北海道' push 0 0 0 0 2 2 0 28.08 66.92 8 0 0
18 '仙台46ers' push 0 0 0 0 0 0 0 26.15 68.31 9 0 0
19 '秋田ノースラッキーズ' push 0 0 0 0 2 2 0 25.62 66.23 1 0 0
20 '茨城メカニックス' push 0 0 0 0 1 1 0 26.46 68.00 2 0 0
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 25.62 65.92 10 0 0
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 27.62 67.31 7 0 0
25 '滋賀リバーズ' hold 0 0 0 0 0 0 1 26.85 67.23 15 0 0
26 '京都ホーネッツ' push 1 1 2 0 2 2 1 26.00 71.62 2 0 0
27 '神戸スパーズ' push 0 0 0 0 1 1 0 26.69 66.15 7 0 0
29 '福岡ファルコンズ' hold 0 0 0 0 0 0 0 24.92 65.92 11 0 0
33 '青森ワルツ' hold 1 1 2 0 2 2 0 27.31 70.08 5 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 28.23 67.31 9 0 0
46 '鳥取サキューズ' push 0 0 0 3 1 1 3 28.50 72.70 5 0 0

=== after_season_y5 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 26.62 67.08 14 22 38
2 '千葉ジャイアンツ' hold 0 0 0 0 0 0 0 27.92 70.31 11 28 32
3 '琉球プラチナクラウンズ' push 0 0 0 1 0 0 2 26.92 71.83 10 28 32
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 27.08 67.77 2 36 24
5 '名古屋ハートホエールズ' hold 0 0 0 0 1 1 0 27.31 68.85 14 25 35
6 'ビーホークス三河' push 0 0 0 1 1 1 5 24.46 70.15 8 30 30
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 27.23 66.31 15 22 38
8 '群馬ブラックボルツ' push 0 0 0 1 0 0 1 25.17 71.00 15 21 39
9 '長崎パルカンズ' push 0 0 0 0 1 1 1 27.85 69.92 8 30 30
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 28.62 66.31 10 29 31
11 '広島タイガーランズ' push 0 0 0 0 0 0 4 24.46 69.69 9 30 30
12 'シンライダーズ渋谷' push 0 0 0 0 3 3 0 27.31 69.46 3 37 23
13 '大阪エビーズ' push 0 0 0 0 0 0 0 27.23 66.46 6 31 29
14 '浜松サンダーバーズ' push 0 0 0 0 1 1 1 26.46 65.38 4 35 25
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 27.31 69.92 15 24 36
16 '横浜パイレーツ' push 0 0 0 0 1 1 0 26.62 69.08 11 27 33
17 'アペカムイ北海道' push 0 0 0 0 2 2 0 28.08 66.92 16 21 39
18 '仙台46ers' push 0 0 0 0 0 0 0 26.15 68.31 1 41 19
19 '秋田ノースラッキーズ' hold 0 0 0 0 2 2 0 25.62 66.23 12 26 34
20 '茨城メカニックス' push 0 0 0 0 1 1 0 26.46 68.00 1 39 21
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 25.62 65.92 9 29 31
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 27.62 67.31 13 25 35
25 '滋賀リバーズ' push 0 0 0 0 0 0 1 26.85 67.23 1 38 22
26 '京都ホーネッツ' push 0 0 0 0 2 2 1 26.00 71.62 7 30 30
27 '神戸スパーズ' push 0 0 0 0 1 1 0 26.69 66.15 16 23 37
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 24.92 65.92 14 24 36
33 '青森ワルツ' push 0 0 0 0 2 2 0 27.31 70.08 4 35 25
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 28.23 67.31 2 38 22
46 '鳥取サキューズ' push 0 0 0 2 1 1 5 27.67 73.50 6 31 29

=== after_offseason_y5 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 1 1 2 0 1 1 0 25.15 66.15 14 0 0
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 27.38 68.77 11 0 0
3 '琉球プラチナクラウンズ' push 1 1 2 3 1 1 5 28.70 74.20 10 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.38 66.92 2 0 0
5 '名古屋ハートホエールズ' hold 0 0 0 0 1 1 0 28.31 68.85 14 0 0
6 'ビーホークス三河' push 0 0 0 0 1 1 5 25.31 70.85 8 0 0
