club_profile_user29_team_trace | seed=424243 years=5
trace_team_ids=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 29, 33, 38, 46]

=== opening ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 28.15 68.46 8 30 30
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 26.00 66.77 12 25 35
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.31 65.85 9 29 31
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 24.62 67.38 11 26 34
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 23.46 69.08 7 30 30
6 'ビーホークス三河' push 0 0 0 0 0 0 0 26.92 67.38 14 24 36
7 '川崎ブレイクライトニング' push 0 0 0 0 0 0 0 25.46 69.92 2 38 22
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.38 67.62 3 38 22
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.46 68.77 6 32 28
10 '佐賀ブーマーズ' rebuild 0 0 0 0 0 0 0 24.62 67.31 16 21 39
11 '広島タイガーランズ' rebuild 0 0 0 0 0 0 0 26.31 64.69 15 23 37
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 0 27.46 66.00 13 24 36
13 '大阪エビーズ' push 0 0 0 0 0 0 0 26.77 69.23 1 41 19
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 24.38 70.54 4 38 22
15 '島根カグヅチウィザーズ' push 0 0 0 0 0 0 0 28.15 68.23 10 27 33
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 25.08 71.69 5 34 26
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 26.69 72.00 3 37 23
18 '仙台46ers' hold 0 0 0 0 0 0 0 26.62 71.69 12 25 35
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.62 73.46 4 37 23
20 '茨城メカニックス' push 0 0 0 0 0 0 0 25.85 71.00 6 34 26
21 '越谷ガンマズ' hold 0 0 0 0 0 0 0 26.31 66.23 13 24 36
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 26.15 68.77 5 35 25
25 '滋賀リバーズ' hold 0 0 0 0 0 0 0 26.38 71.92 9 29 31
26 '京都ホーネッツ' push 0 0 0 0 0 0 0 26.08 69.62 2 38 22
27 '神戸スパーズ' hold 0 0 0 0 0 0 0 25.85 65.62 11 27 33
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 25.92 67.54 7 33 27
33 '青森ワルツ' hold 0 0 0 0 0 0 0 25.85 69.08 9 29 31
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 25.54 69.46 11 27 33
46 '鳥取サキューズ' hold 0 0 0 0 0 0 0 25.85 69.38 13 25 35

=== after_offseason_y1 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 29.15 68.38 8 0 0
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 27.00 66.77 12 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 26.31 66.15 9 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.62 67.38 11 0 0
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 24.46 69.31 7 0 0
6 'ビーホークス三河' push 1 1 2 0 1 1 0 27.62 67.15 14 0 0
7 '川崎ブレイクライトニング' push 1 1 2 0 1 1 0 26.33 71.25 2 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 27.38 67.69 3 0 0
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.92 67.83 6 0 0
10 '佐賀ブーマーズ' hold 0 0 0 0 0 0 0 25.62 67.31 16 0 0
11 '広島タイガーランズ' hold 0 0 0 0 0 0 0 26.58 65.00 15 0 0
12 'シンライダーズ渋谷' push 0 0 0 1 0 0 1 27.08 65.92 13 0 0
13 '大阪エビーズ' push 0 0 0 0 0 0 0 27.17 69.25 1 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 25.38 70.69 4 0 0
15 '島根カグヅチウィザーズ' push 0 0 0 0 0 0 0 29.15 68.08 10 0 0
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 26.08 71.69 5 0 0
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 27.69 72.15 3 0 0
18 '仙台46ers' push 0 0 0 0 0 0 0 27.62 71.77 12 0 0
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.67 73.08 4 0 0
20 '茨城メカニックス' hold 0 0 0 0 0 0 0 26.85 71.00 6 0 0
21 '越谷ガンマズ' hold 0 0 0 0 0 0 0 27.31 66.15 13 0 0
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 25.62 67.54 5 0 0
25 '滋賀リバーズ' push 0 0 0 0 0 0 0 27.38 71.92 9 0 0
26 '京都ホーネッツ' push 0 0 0 0 0 0 0 27.08 69.62 2 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.85 65.62 11 0 0
29 '福岡ファルコンズ' hold 0 0 0 0 0 0 0 26.00 67.42 7 0 0
33 '青森ワルツ' hold 0 0 0 0 0 0 0 26.85 69.00 9 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 26.54 69.38 11 0 0
46 '鳥取サキューズ' hold 0 0 0 0 0 0 0 26.00 68.92 13 0 0

=== after_season_y2 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 0 0 0 29.15 68.38 10 28 32
2 '千葉ジャイアンツ' push 0 0 0 0 0 0 0 27.00 66.77 14 21 39
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 26.31 66.15 16 19 41
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.62 67.38 5 34 26
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 24.46 69.31 11 27 33
6 'ビーホークス三河' push 0 0 0 0 1 1 0 27.62 67.15 15 20 40
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 26.33 71.25 3 39 21
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 27.38 67.69 9 29 31
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.92 67.83 12 26 34
10 '佐賀ブーマーズ' hold 0 0 0 0 0 0 0 25.62 67.31 13 25 35
11 '広島タイガーランズ' rebuild 0 0 0 0 0 0 0 26.58 65.00 14 25 35
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 27.08 65.92 6 33 27
13 '大阪エビーズ' push 0 0 0 0 0 0 0 27.17 69.25 1 43 17
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 25.38 70.69 13 22 38
15 '島根カグヅチウィザーズ' push 0 0 0 0 0 0 0 29.15 68.08 2 40 20
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 26.08 71.69 8 30 30
17 'アペカムイ北海道' hold 0 0 0 0 0 0 0 27.69 72.15 12 26 34
18 '仙台46ers' push 0 0 0 0 0 0 0 27.62 71.77 15 23 37
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.67 73.08 8 30 30
20 '茨城メカニックス' hold 0 0 0 0 0 0 0 26.85 71.08 11 26 34
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 27.31 66.15 16 21 39
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 25.62 67.54 4 37 23
25 '滋賀リバーズ' push 0 0 0 0 0 0 0 27.38 71.92 1 41 19
26 '京都ホーネッツ' push 0 0 0 0 0 0 0 27.08 69.62 9 29 31
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.85 65.62 7 32 28
29 '福岡ファルコンズ' push 0 0 0 0 0 0 0 26.00 67.42 3 35 25
33 '青森ワルツ' push 0 0 0 0 0 0 0 26.85 69.00 10 29 31
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 26.54 69.38 6 35 25
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 26.00 68.92 8 30 30

=== after_offseason_y2 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 1 1 2 0 1 1 0 28.54 68.69 10 0 0
2 '千葉ジャイアンツ' hold 1 1 2 0 1 1 0 26.69 67.54 14 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.92 66.85 16 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.23 68.38 5 0 0
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 25.46 69.46 11 0 0
6 'ビーホークス三河' hold 1 1 2 0 2 2 0 26.92 67.23 15 0 0
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 26.46 71.08 3 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.62 68.00 9 0 0
9 '長崎パルカンズ' push 0 0 0 0 0 0 0 27.42 68.25 12 0 0
10 '佐賀ブーマーズ' push 1 1 2 0 1 1 0 25.23 68.77 13 0 0
11 '広島タイガーランズ' hold 1 1 2 0 1 1 0 26.69 65.15 14 0 0
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 27.38 64.85 6 0 0
13 '大阪エビーズ' push 1 1 2 1 1 1 1 26.85 68.85 1 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 25.69 70.85 13 0 0
15 '島根カグヅチウィザーズ' push 1 1 2 0 1 1 0 27.08 67.62 2 0 0
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 25.69 70.85 8 0 0
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 27.15 70.38 12 0 0
18 '仙台46ers' hold 0 0 0 0 0 0 0 28.54 72.23 15 0 0
19 '秋田ノースラッキーズ' hold 0 0 0 0 0 0 0 26.08 71.92 8 0 0
20 '茨城メカニックス' hold 0 0 0 0 0 0 0 25.92 72.62 11 0 0
21 '越谷ガンマズ' hold 0 0 0 0 0 0 0 26.62 67.23 16 0 0
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 26.38 69.62 4 0 0
25 '滋賀リバーズ' push 1 1 2 0 1 1 0 28.23 72.38 1 0 0
26 '京都ホーネッツ' push 1 1 2 0 1 1 0 28.08 69.62 9 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 27.77 65.62 7 0 0
29 '福岡ファルコンズ' push 1 1 2 0 1 1 0 26.46 66.92 3 0 0
33 '青森ワルツ' hold 0 0 0 0 0 0 0 25.08 68.85 10 0 0
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 27.54 69.85 6 0 0
46 '鳥取サキューズ' hold 0 0 0 0 0 0 0 25.31 69.85 8 0 0

=== after_season_y3 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 1 1 0 28.54 68.69 7 31 29
2 '千葉ジャイアンツ' rebuild 0 0 0 0 1 1 0 26.69 67.54 16 21 39
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.92 66.85 12 27 33
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.23 68.38 12 26 34
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 0 25.46 69.46 11 27 33
6 'ビーホークス三河' push 0 0 0 0 2 2 0 26.92 67.23 15 20 40
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 26.46 71.15 8 30 30
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 25.62 68.00 9 29 31
9 '長崎パルカンズ' push 0 0 0 1 0 0 1 26.77 68.54 15 21 39
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 25.23 68.77 10 29 31
11 '広島タイガーランズ' hold 0 0 0 0 1 1 0 26.69 65.15 14 22 38
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 27.38 64.85 13 25 35
13 '大阪エビーズ' push 0 0 0 0 1 1 1 26.85 68.85 6 31 29
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 25.69 70.85 2 38 22
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 27.08 67.62 14 24 36
16 '横浜パイレーツ' push 0 0 0 0 0 0 0 25.69 70.85 10 29 31
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 27.15 70.38 8 30 30
18 '仙台46ers' push 0 0 0 0 0 0 0 28.54 72.23 3 35 25
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 26.08 72.00 9 29 31
20 '茨城メカニックス' push 0 0 0 0 0 0 0 25.92 72.62 1 39 21
21 '越谷ガンマズ' push 0 0 0 0 0 0 0 26.62 67.23 14 24 36
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 26.38 69.62 4 34 26
25 '滋賀リバーズ' push 0 0 0 0 1 1 0 28.23 72.46 2 39 21
26 '京都ホーネッツ' push 0 0 0 0 1 1 0 28.08 69.62 3 37 23
27 '神戸スパーズ' hold 0 0 0 0 0 0 0 27.77 65.62 13 27 33
29 '福岡ファルコンズ' push 0 0 0 0 1 1 0 26.46 66.92 7 32 28
33 '青森ワルツ' push 0 0 0 0 0 0 0 25.08 68.85 4 34 26
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 27.54 69.85 11 27 33
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 25.31 69.85 6 34 26

=== after_offseason_y3 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 1 1 2 0 2 2 0 28.46 67.23 7 0 0
2 '千葉ジャイアンツ' hold 0 0 0 0 1 1 0 27.62 67.77 16 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 26.31 67.00 12 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 24.85 68.15 12 0 0
5 '名古屋ハートホエールズ' push 0 0 0 2 0 0 2 24.92 69.62 11 0 0
6 'ビーホークス三河' hold 0 0 0 0 2 2 0 27.92 67.31 15 0 0
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 27.31 71.23 8 0 0
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.62 68.23 9 0 0
9 '長崎パルカンズ' hold 0 0 0 0 0 0 1 26.46 69.31 15 0 0
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 25.23 69.08 10 0 0
11 '広島タイガーランズ' hold 0 0 0 0 1 1 0 27.54 65.69 14 0 0
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 25.62 64.69 13 0 0
13 '大阪エビーズ' push 0 0 0 0 1 1 1 25.54 69.08 6 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 26.38 69.54 2 0 0
15 '島根カグヅチウィザーズ' push 0 0 0 0 1 1 0 27.75 67.58 14 0 0
16 '横浜パイレーツ' push 0 0 0 1 0 0 1 26.62 72.15 10 0 0
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 28.00 71.08 8 0 0
18 '仙台46ers' push 1 1 2 0 1 1 0 29.92 72.23 3 0 0
19 '秋田ノースラッキーズ' hold 0 0 0 0 0 0 0 25.77 72.15 9 0 0
20 '茨城メカニックス' push 0 0 0 0 0 0 0 25.31 72.00 1 0 0
21 '越谷ガンマズ' hold 1 1 2 0 1 1 0 27.31 67.23 14 0 0
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 27.31 69.85 4 0 0
25 '滋賀リバーズ' push 0 0 0 0 1 1 0 29.23 72.31 2 0 0
26 '京都ホーネッツ' push 0 0 0 0 1 1 0 26.38 69.62 3 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 27.23 64.77 13 0 0
29 '福岡ファルコンズ' hold 1 1 2 0 2 2 0 26.85 67.46 7 0 0
33 '青森ワルツ' hold 1 1 2 0 1 1 0 26.15 69.23 4 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 25.62 67.69 11 0 0
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 25.00 70.08 6 0 0

=== after_season_y4 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 2 2 0 28.46 67.23 13 25 35
2 '千葉ジャイアンツ' hold 0 0 0 0 1 1 0 27.62 67.77 14 27 33
3 '琉球プラチナクラウンズ' hold 0 0 0 0 0 0 0 26.31 67.00 13 27 33
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 24.85 68.15 14 25 35
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 2 24.92 69.62 11 27 33
6 'ビーホークス三河' push 0 0 0 0 2 2 0 27.92 67.31 13 24 36
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 0 27.31 71.31 6 33 27
8 '群馬ブラックボルツ' push 0 0 0 0 0 0 0 26.62 68.23 5 33 27
9 '長崎パルカンズ' hold 0 0 0 0 0 0 1 26.46 69.31 12 27 33
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 25.23 69.08 8 29 31
11 '広島タイガーランズ' push 0 0 0 0 1 1 0 27.54 65.69 16 23 37
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 25.62 64.69 16 20 40
13 '大阪エビーズ' push 0 0 0 0 1 1 1 25.54 69.08 10 30 30
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 26.38 69.54 4 34 26
15 '島根カグヅチウィザーズ' push 0 0 0 1 1 1 1 27.08 66.85 15 22 38
16 '横浜パイレーツ' push 0 0 0 0 0 0 1 26.62 72.15 12 25 35
17 'アペカムイ北海道' hold 0 0 0 0 0 0 0 28.00 71.08 11 27 33
18 '仙台46ers' push 0 0 0 0 1 1 0 29.92 72.23 5 35 25
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 25.77 72.15 5 33 27
20 '茨城メカニックス' push 0 0 0 0 0 0 0 25.31 72.00 7 32 28
21 '越谷ガンマズ' push 0 0 0 0 1 1 0 27.31 67.23 12 27 33
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 27.31 69.85 2 36 24
25 '滋賀リバーズ' push 0 0 0 0 1 1 0 29.23 72.38 1 38 22
26 '京都ホーネッツ' push 0 0 0 0 1 1 0 26.38 69.62 7 29 31
27 '神戸スパーズ' push 0 0 0 0 0 0 0 27.23 64.77 9 28 32
29 '福岡ファルコンズ' push 0 0 0 0 2 2 0 26.85 67.46 2 38 22
33 '青森ワルツ' push 0 0 0 0 1 1 0 26.15 69.23 7 33 27
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 25.62 67.69 15 27 33
46 '鳥取サキューズ' push 0 0 0 0 0 0 0 25.00 70.08 9 31 29

=== after_offseason_y4 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 2 2 0 28.23 67.46 13 0 0
2 '千葉ジャイアンツ' hold 0 0 0 0 1 1 0 27.00 67.38 14 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 24.69 67.15 13 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.00 68.38 14 0 0
5 '名古屋ハートホエールズ' push 0 0 0 0 0 0 2 25.67 70.08 11 0 0
6 'ビーホークス三河' hold 0 0 0 0 2 2 0 28.23 67.38 13 0 0
7 '川崎ブレイクライトニング' push 0 0 0 1 1 1 1 27.54 71.62 6 0 0
8 '群馬ブラックボルツ' push 0 0 0 1 0 0 1 25.67 69.00 5 0 0
9 '長崎パルカンズ' push 0 0 0 0 0 0 1 27.46 69.23 12 0 0
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 25.08 69.46 8 0 0
11 '広島タイガーランズ' hold 0 0 0 0 1 1 0 27.08 65.54 16 0 0
12 'シンライダーズ渋谷' hold 0 0 0 0 0 0 1 25.69 66.23 16 0 0
13 '大阪エビーズ' push 0 0 0 1 1 1 2 26.46 69.77 10 0 0
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 26.62 70.31 4 0 0
15 '島根カグヅチウィザーズ' hold 0 0 0 0 1 1 1 27.92 67.54 15 0 0
16 '横浜パイレーツ' push 0 0 0 1 0 0 2 27.08 71.92 12 0 0
17 'アペカムイ北海道' push 0 0 0 0 0 0 0 27.54 70.54 11 0 0
18 '仙台46ers' push 0 0 0 0 1 1 0 30.92 72.08 5 0 0
19 '秋田ノースラッキーズ' hold 0 0 0 0 0 0 0 26.77 72.15 5 0 0
20 '茨城メカニックス' push 0 0 0 0 0 0 0 26.31 72.15 7 0 0
21 '越谷ガンマズ' push 0 0 0 0 1 1 0 27.69 67.46 12 0 0
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 28.31 69.69 2 0 0
25 '滋賀リバーズ' push 0 0 0 0 1 1 0 27.15 71.23 1 0 0
26 '京都ホーネッツ' push 0 0 0 0 1 1 0 25.85 68.54 7 0 0
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.62 66.62 9 0 0
29 '福岡ファルコンズ' push 0 0 0 0 2 2 0 26.54 67.69 2 0 0
33 '青森ワルツ' hold 0 0 0 0 1 1 0 25.69 69.15 7 0 0
38 '奈良ディアーズ' hold 0 0 0 0 0 0 0 26.62 67.92 15 0 0
46 '鳥取サキューズ' push 1 1 2 0 1 1 0 25.62 70.31 9 0 0

=== after_season_y5 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' push 0 0 0 0 2 2 0 28.23 67.46 16 22 38
2 '千葉ジャイアンツ' push 0 0 0 0 1 1 0 27.00 67.46 15 22 38
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 24.69 67.15 3 35 25
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 25.00 68.38 7 30 30
5 '名古屋ハートホエールズ' push 0 0 0 1 0 0 3 25.15 70.15 13 27 33
6 'ビーホークス三河' push 0 0 0 0 2 2 0 28.23 67.38 12 25 35
7 '川崎ブレイクライトニング' push 0 0 0 0 1 1 1 27.54 71.62 11 28 32
8 '群馬ブラックボルツ' push 0 0 0 1 0 0 2 26.23 68.08 15 25 35
9 '長崎パルカンズ' push 0 0 0 0 0 0 1 27.46 69.23 8 31 29
10 '佐賀ブーマーズ' push 0 0 0 0 1 1 0 25.08 69.46 14 26 34
11 '広島タイガーランズ' push 0 0 0 0 1 1 0 27.08 65.54 15 23 37
12 'シンライダーズ渋谷' push 0 0 0 0 0 0 1 25.69 66.23 16 18 42
13 '大阪エビーズ' push 0 0 0 0 1 1 2 26.46 69.77 10 28 32
14 '浜松サンダーバーズ' push 0 0 0 0 0 0 0 26.62 70.31 9 29 31
15 '島根カグヅチウィザーズ' hold 0 0 0 0 1 1 1 27.92 67.54 12 26 34
16 '横浜パイレーツ' push 0 0 0 0 0 0 2 27.08 71.92 5 32 28
17 'アペカムイ北海道' hold 0 0 0 0 0 0 0 27.54 70.54 11 27 33
18 '仙台46ers' push 0 0 0 0 1 1 0 30.92 72.08 4 35 25
19 '秋田ノースラッキーズ' push 0 0 0 0 0 0 0 26.77 72.15 2 36 24
20 '茨城メカニックス' push 0 0 0 0 0 0 0 26.31 72.15 6 30 30
21 '越谷ガンマズ' push 0 0 0 0 1 1 0 27.69 67.46 2 39 21
22 'エルトゥール千葉' push 0 0 0 0 0 0 0 28.31 69.69 3 33 27
25 '滋賀リバーズ' push 0 0 0 0 1 1 0 27.15 71.23 5 33 27
26 '京都ホーネッツ' hold 0 0 0 0 1 1 0 25.85 68.54 13 25 35
27 '神戸スパーズ' push 0 0 0 0 0 0 0 26.62 66.62 9 30 30
29 '福岡ファルコンズ' push 0 0 0 0 2 2 0 26.54 67.69 6 33 27
33 '青森ワルツ' push 0 0 0 0 1 1 0 25.69 69.15 4 38 22
38 '奈良ディアーズ' push 0 0 0 0 0 0 0 26.62 67.92 5 33 27
46 '鳥取サキューズ' push 0 0 0 0 1 1 0 25.62 70.31 12 27 33

=== after_offseason_y5 ===
team_id name tag d_tin d_tout d_any d_fa cum_tin cum_tout cum_fa age_mean ovr_mean rank_last rw rl
1 'エルバード東京' hold 1 1 2 0 3 3 0 28.23 67.15 16 0 0
2 '千葉ジャイアンツ' hold 0 0 0 0 1 1 0 25.77 67.38 15 0 0
3 '琉球プラチナクラウンズ' push 0 0 0 0 0 0 0 25.46 68.54 3 0 0
4 '宇都宮ブレイバーズ' push 0 0 0 0 0 0 0 26.00 68.31 7 0 0
5 '名古屋ハートホエールズ' push 0 0 0 1 0 0 4 25.92 70.69 13 0 0
6 'ビーホークス三河' push 0 0 0 0 2 2 0 27.46 67.31 12 0 0
