initial_roster_realism_inspection seed=424242
teams=48 players=624

=== PLAYER TABLE (tab-separated) ===
team_id	team_name	div	player	age	nat	bucket	OVR	POT	salary	icon
11	広島タイガーランズ	D1	Player_137	21	Asia	アジア/帰化	81	A	112000000	False
11	広島タイガーランズ	D1	Player_138	19	Japan	日本	70	B	46441467	False
11	広島タイガーランズ	D1	Player_139	29	Japan	日本	67	D	43174387	False
11	広島タイガーランズ	D1	Player_140	23	Foreign	外国籍	82	B	225000000	False
11	広島タイガーランズ	D1	Player_141	31	Foreign	外国籍	67	D	127602922	False
11	広島タイガーランズ	D1	Player_142	24	Japan	日本	69	D	85089782	False
11	広島タイガーランズ	D1	Player_143	28	Japan	日本	73	C	165000000	False
12	シンライダーズ渋谷	D1	Player_144	24	Asia	アジア/帰化	69	D	80298794	False
12	シンライダーズ渋谷	D1	Player_145	29	Japan	日本	56	D	37722025	False
12	シンライダーズ渋谷	D1	Player_146	24	Foreign	外国籍	73	D	122126441	False
12	シンライダーズ渋谷	D1	Player_147	33	Foreign	外国籍	62	D	77017355	False
12	シンライダーズ渋谷	D1	Player_148	26	Japan	日本	68	D	41018124	False
12	シンライダーズ渋谷	D1	Player_149	23	Japan	日本	67	B	44109212	False
12	シンライダーズ渋谷	D1	Player_150	21	Japan	日本	71	B	44570985	False
12	シンライダーズ渋谷	D1	Player_151	24	Foreign	外国籍	68	D	79764656	False
12	シンライダーズ渋谷	D1	Player_152	30	Japan	日本	84	D	89718214	False
12	シンライダーズ渋谷	D1	Player_153	19	Japan	日本	72	A	45711834	False
12	シンライダーズ渋谷	D1	Player_154	21	Japan	日本	76	A	92000000	False
12	シンライダーズ渋谷	D1	Player_155	33	Japan	日本	58	D	37896165	False
12	シンライダーズ渋谷	D1	Player_156	18	Japan	日本	64	D	36788489	False
13	大阪エビーズ	D1	Player_157	35	Foreign	外国籍	66	D	107267985	False
13	大阪エビーズ	D1	Player_158	21	Japan	日本	67	C	71933212	False
13	大阪エビーズ	D1	Player_159	32	Japan	日本	57	D	34734395	False
13	大阪エビーズ	D1	Player_160	22	Foreign	外国籍	74	B	191263182	False
13	大阪エビーズ	D1	Player_161	33	Foreign	外国籍	64	D	107267985	False
13	大阪エビーズ	D1	Player_162	25	Japan	日本	53	D	34734395	False
13	大阪エビーズ	D1	Player_163	32	Japan	日本	66	D	34734395	False
13	大阪エビーズ	D1	Player_164	27	Japan	日本	74	C	142769834	False
13	大阪エビーズ	D1	Player_165	32	Japan	日本	66	C	37641302	False
13	大阪エビーズ	D1	Player_166	30	Japan	日本	73	D	71665866	False
13	大阪エビーズ	D1	Player_167	23	Japan	日本	67	A	38855352	False
13	大阪エビーズ	D1	Player_168	20	Japan	日本	81	A	42693372	False
13	大阪エビーズ	D1	Player_169	33	Asia	アジア/帰化	70	D	71511990	False
14	浜松サンダーバーズ	D1	Player_170	31	Asia	アジア/帰化	67	D	70568165	False
14	浜松サンダーバーズ	D1	Player_171	34	Japan	日本	53	D	34275966	False
14	浜松サンダーバーズ	D1	Player_172	22	Foreign	外国籍	62	D	105852247	False
14	浜松サンダーバーズ	D1	Player_173	25	Foreign	外国籍	81	B	200627766	False
14	浜松サンダーバーズ	D1	Player_174	22	Japan	日本	74	A	141174388	False
14	浜松サンダーバーズ	D1	Player_175	27	Japan	日本	59	C	34857630	False
14	浜松サンダーバーズ	D1	Player_176	21	Japan	日本	53	B	34275966	False
14	浜松サンダーバーズ	D1	Player_177	29	Japan	日本	63	D	70568165	False
14	浜松サンダーバーズ	D1	Player_178	32	Japan	日本	73	D	70568165	False
14	浜松サンダーバーズ	D1	Player_179	27	Japan	日本	56	D	34275966	False
14	浜松サンダーバーズ	D1	Player_180	29	Foreign	外国籍	64	D	105852247	False
14	浜松サンダーバーズ	D1	Player_181	27	Japan	日本	59	D	34275966	False
14	浜松サンダーバーズ	D1	Player_182	18	Japan	日本	70	B	35334542	False
15	島根カグヅチウィザーズ	D1	Player_183	18	Japan	日本	55	C	34000000	False
15	島根カグヅチウィザーズ	D1	Player_184	18	Japan	日本	67	A	35563508	False
15	島根カグヅチウィザーズ	D1	Player_185	30	Japan	日本	66	D	34000000	False
15	島根カグヅチウィザーズ	D1	Player_186	26	Foreign	外国籍	63	C	70650731	False
15	島根カグヅチウィザーズ	D1	Player_187	32	Foreign	外国籍	79	D	72204068	False
15	島根カグヅチウィザーズ	D1	Player_188	26	Japan	日本	77	C	77503689	False
15	島根カグヅチウィザーズ	D1	Player_189	26	Foreign	外国籍	80	C	116995822	False
15	島根カグヅチウィザーズ	D1	Player_190	25	Japan	日本	63	D	34000000	False
15	島根カグヅチウィザーズ	D1	Player_191	23	Japan	日本	75	A	78460320	False
15	島根カグヅチウィザーズ	D1	Player_192	18	Japan	日本	77	A	37961048	False
15	島根カグヅチウィザーズ	D1	Player_193	22	Naturalized	アジア/帰化	75	A	163347158	False
15	島根カグヅチウィザーズ	D1	Player_194	35	Japan	日本	68	D	34000000	False
15	島根カグヅチウィザーズ	D1	Player_195	33	Japan	日本	63	D	34000000	False
16	横浜パイレーツ	D1	Player_196	27	Foreign	外国籍	68	D	105645039	False
16	横浜パイレーツ	D1	Player_197	31	Japan	日本	83	C	156465976	False
16	横浜パイレーツ	D1	Player_198	22	Japan	日本	69	B	76906390	False
16	横浜パイレーツ	D1	Player_199	31	Japan	日本	62	D	34899654	False
16	横浜パイレーツ	D1	Player_200	19	Japan	日本	70	B	38472939	False
16	横浜パイレーツ	D1	Player_201	32	Asia	アジア/帰化	63	D	70430026	False
16	横浜パイレーツ	D1	Player_202	29	Foreign	外国籍	75	D	110328023	False
16	横浜パイレーツ	D1	Player_203	34	Japan	日本	70	D	70676080	False
16	横浜パイレーツ	D1	Player_204	23	Foreign	外国籍	85	A	218033351	False
16	横浜パイレーツ	D1	Player_205	24	Japan	日本	65	D	34730710	False
16	横浜パイレーツ	D1	Player_206	24	Japan	日本	61	C	36718860	False
16	横浜パイレーツ	D1	Player_207	34	Japan	日本	59	C	36058670	False
16	横浜パイレーツ	D1	Player_208	24	Japan	日本	69	C	38782684	False
17	アペカムイ北海道	D2	Player_209	37	Foreign	外国籍	84	A	112000000	False
17	アペカムイ北海道	D2	Player_210	23	Japan	日本	67	C	19225074	False
17	アペカムイ北海道	D2	Player_211	31	Foreign	外国籍	64	D	59139025	False
17	アペカムイ北海道	D2	Player_212	19	Japan	日本	62	B	18453937	False
17	アペカムイ北海道	D2	Player_213	23	Japan	日本	71	D	36328047	False
17	アペカムイ北海道	D2	Player_214	33	Foreign	外国籍	68	D	59586769	False
17	アペカムイ北海道	D2	Player_215	29	Japan	日本	73	D	70672254	False
17	アペカムイ北海道	D2	Player_216	22	Japan	日本	63	D	17071880	False
17	アペカムイ北海道	D2	Player_217	29	Japan	日本	73	D	70672254	False
17	アペカムイ北海道	D2	Player_218	29	Naturalized	アジア/帰化	61	C	124157879	False
17	アペカムイ北海道	D2	Player_219	25	Japan	日本	72	D	37447645	False
17	アペカムイ北海道	D2	Player_220	29	Japan	日本	79	D	73419771	False
17	アペカムイ北海道	D2	Player_221	19	Japan	日本	63	D	16929666	False
18	仙台46ers	D2	Player_222	26	Japan	日本	75	C	75399298	False
18	仙台46ers	D2	Player_223	36	Foreign	外国籍	78	C	108287837	False
18	仙台46ers	D2	Player_224	26	Japan	日本	70	C	38926830	False
18	仙台46ers	D2	Player_225	22	Japan	日本	63	D	16542293	False
18	仙台46ers	D2	Player_226	33	Foreign	外国籍	57	D	53485278	False
18	仙台46ers	D2	Player_227	21	Japan	日本	63	D	16408346	False
18	仙台46ers	D2	Player_228	28	Japan	日本	77	C	76363894	False
18	仙台46ers	D2	Player_229	28	Japan	日本	82	C	78775385	False
18	仙台46ers	D2	Player_230	22	Japan	日本	69	C	37456440	False
18	仙台46ers	D2	Player_231	30	Foreign	外国籍	54	C	57438510	False
18	仙台46ers	D2	Player_232	28	Naturalized	アジア/帰化	74	A	137859266	False
18	仙台46ers	D2	Player_233	20	Japan	日本	61	D	16511203	False
18	仙台46ers	D2	Player_234	20	Japan	日本	63	C	18199142	False
19	秋田ノースラッキーズ	D2	Player_235	20	Japan	日本	53	C	22928894	False
19	秋田ノースラッキーズ	D2	Player_236	18	Japan	日本	53	D	19828907	False
19	秋田ノースラッキーズ	D2	Player_237	26	Japan	日本	84	D	85000000	False
19	秋田ノースラッキーズ	D2	Player_238	24	Japan	日本	72	A	85000000	False
19	秋田ノースラッキーズ	D2	Player_239	22	Japan	日本	59	D	43544661	False
19	秋田ノースラッキーズ	D2	Player_240	36	Foreign	外国籍	71	D	112000000	False
19	秋田ノースラッキーズ	D2	Player_241	25	Japan	日本	74	D	85000000	False
19	秋田ノースラッキーズ	D2	Player_242	29	Asia	アジア/帰化	67	D	56000000	False
19	秋田ノースラッキーズ	D2	Player_243	34	Foreign	外国籍	64	D	68000000	False
19	秋田ノースラッキーズ	D2	Player_244	22	Japan	日本	61	D	44175251	False
19	秋田ノースラッキーズ	D2	Player_245	26	Japan	日本	76	C	85000000	False
19	秋田ノースラッキーズ	D2	Player_246	34	Foreign	外国籍	53	B	46000000	False
19	秋田ノースラッキーズ	D2	Player_247	21	Japan	日本	58	C	46000000	False
20	茨城メカニックス	D2	Player_248	28	Japan	日本	87	B	85000000	False
20	茨城メカニックス	D2	Player_249	23	Japan	日本	65	D	39128647	False
20	茨城メカニックス	D2	Player_250	36	Foreign	外国籍	69	D	108769289	False
20	茨城メカニックス	D2	Player_251	19	Japan	日本	55	D	17751540	False
20	茨城メカニックス	D2	Player_252	19	Japan	日本	57	B	19969774	False
20	茨城メカニックス	D2	Player_253	32	Foreign	外国籍	58	D	41970111	False
20	茨城メカニックス	D2	Player_254	29	Asia	アジア/帰化	61	C	55075005	False
20	茨城メカニックス	D2	Player_255	22	Japan	日本	63	C	41612900	False
20	茨城メカニックス	D2	Player_256	27	Japan	日本	84	C	85000000	False
20	茨城メカニックス	D2	Player_257	34	Foreign	外国籍	62	C	68000000	False
20	茨城メカニックス	D2	Player_258	22	Japan	日本	60	D	37488131	False
20	茨城メカニックス	D2	Player_259	25	Japan	日本	74	D	79755076	False
20	茨城メカニックス	D2	Player_260	26	Japan	日本	80	D	82835745	False
21	越谷ガンマズ	D2	Player_261	27	Japan	日本	77	D	65000000	False
21	越谷ガンマズ	D2	Player_262	27	Japan	日本	80	D	65000000	False
21	越谷ガンマズ	D2	Player_263	36	Foreign	外国籍	76	D	88000000	False
21	越谷ガンマズ	D2	Player_264	23	Japan	日本	62	D	34000000	False
21	越谷ガンマズ	D2	Player_265	19	Japan	日本	54	D	16000000	False
21	越谷ガンマズ	D2	Player_266	31	Foreign	外国籍	67	D	34000000	False
21	越谷ガンマズ	D2	Player_267	22	Japan	日本	59	B	34000000	False
21	越谷ガンマズ	D2	Player_268	21	Japan	日本	59	D	16000000	False
21	越谷ガンマズ	D2	Player_269	27	Japan	日本	85	C	67367527	False
21	越谷ガンマズ	D2	Player_270	26	Japan	日本	66	B	34000000	False
21	越谷ガンマズ	D2	Player_271	18	Japan	日本	54	D	16000000	False
21	越谷ガンマズ	D2	Player_272	31	Naturalized	アジア/帰化	72	D	52000000	False
21	越谷ガンマズ	D2	Player_273	33	Foreign	外国籍	69	B	54116618	False
22	エルトゥール千葉	D2	Player_274	29	Japan	日本	74	D	71167720	False
22	エルトゥール千葉	D2	Player_275	32	Foreign	外国籍	53	C	58870405	False
22	エルトゥール千葉	D2	Player_276	22	Japan	日本	67	D	35711176	False
22	エルトゥール千葉	D2	Player_277	21	Japan	日本	62	C	18288260	False
22	エルトゥール千葉	D2	Player_278	36	Foreign	外国籍	78	A	112000000	False
22	エルトゥール千葉	D2	Player_279	22	Japan	日本	66	B	19331131	False
22	エルトゥール千葉	D2	Player_280	19	Japan	日本	53	D	16805259	False
22	エルトゥール千葉	D2	Player_281	19	Japan	日本	59	D	16805259	False
22	エルトゥール千葉	D2	Player_282	34	Foreign	外国籍	73	D	61004325	False
22	エルトゥール千葉	D2	Player_283	28	Japan	日本	74	D	71167720	False
22	エルトゥール千葉	D2	Player_284	29	Japan	日本	85	C	82834233	False
22	エルトゥール千葉	D2	Player_285	25	Japan	日本	74	C	41256649	False
22	エルトゥール千葉	D2	Player_286	29	Naturalized	アジア/帰化	61	D	115536158	False
23	富山グリズリーズ	D2	Player_287	28	Japan	日本	75	D	65000000	False
23	富山グリズリーズ	D2	Player_288	22	Japan	日本	64	C	34000000	False
23	富山グリズリーズ	D2	Player_289	34	Foreign	外国籍	80	A	52000000	False
23	富山グリズリーズ	D2	Player_290	26	Japan	日本	74	C	65000000	False
23	富山グリズリーズ	D2	Player_291	32	Foreign	外国籍	80	A	34898711	False
23	富山グリズリーズ	D2	Player_292	24	Japan	日本	66	D	34000000	False
23	富山グリズリーズ	D2	Player_293	30	Naturalized	アジア/帰化	75	D	52000000	False
23	富山グリズリーズ	D2	Player_294	26	Japan	日本	69	C	65000000	False
23	富山グリズリーズ	D2	Player_295	23	Japan	日本	66	C	34000000	False
23	富山グリズリーズ	D2	Player_296	21	Japan	日本	64	D	16000000	False
23	富山グリズリーズ	D2	Player_297	35	Foreign	外国籍	82	C	88000000	False
23	富山グリズリーズ	D2	Player_298	18	Japan	日本	59	D	16000000	False
23	富山グリズリーズ	D2	Player_299	18	Japan	日本	58	D	16000000	False
24	メタル名古屋	D2	Player_300	21	Japan	日本	71	D	36183285	False
24	メタル名古屋	D2	Player_301	32	Foreign	外国籍	63	D	58694099	False
24	メタル名古屋	D2	Player_302	31	Foreign	外国籍	59	D	38417972	False
24	メタル名古屋	D2	Player_303	20	Japan	日本	63	D	17437343	False
24	メタル名古屋	D2	Player_304	25	Japan	日本	73	D	71318938	False
24	メタル名古屋	D2	Player_305	25	Japan	日本	72	C	41076422	False
24	メタル名古屋	D2	Player_306	26	Japan	日本	81	D	75015815	False
24	メタル名古屋	D2	Player_307	30	Asia	アジア/帰化	64	C	25306647	False
24	メタル名古屋	D2	Player_308	20	Japan	日本	63	D	17437343	False
24	メタル名古屋	D2	Player_309	21	Japan	日本	65	C	18831946	False
24	メタル名古屋	D2	Player_310	23	Japan	日本	72	D	36901124	False
24	メタル名古屋	D2	Player_311	35	Foreign	外国籍	75	D	102840259	False
24	メタル名古屋	D2	Player_312	28	Japan	日本	84	D	76402145	False
25	滋賀リバーズ	D2	Player_313	24	Japan	日本	67	D	38595628	False
25	滋賀リバーズ	D2	Player_314	23	Japan	日本	67	A	43698368	False
25	滋賀リバーズ	D2	Player_315	25	Japan	日本	71	A	85000000	False
25	滋賀リバーズ	D2	Player_316	25	Japan	日本	73	D	76493904	False
25	滋賀リバーズ	D2	Player_317	18	Japan	日本	55	D	16817428	False
25	滋賀リバーズ	D2	Player_318	30	Foreign	外国籍	63	C	68000000	False
25	滋賀リバーズ	D2	Player_319	22	Japan	日本	63	C	20084980	False
25	滋賀リバーズ	D2	Player_320	36	Foreign	外国籍	75	C	112000000	False
25	滋賀リバーズ	D2	Player_321	20	Japan	日本	61	D	18443455	False
25	滋賀リバーズ	D2	Player_322	27	Asia	アジア/帰化	78	D	54753995	False
25	滋賀リバーズ	D2	Player_323	26	Japan	日本	78	D	78972107	False
25	滋賀リバーズ	D2	Player_324	22	Japan	日本	67	C	20641608	False
25	滋賀リバーズ	D2	Player_325	33	Foreign	外国籍	67	D	64063361	False
26	京都ホーネッツ	D2	Player_326	27	Japan	日本	80	A	83966385	False
26	京都ホーネッツ	D2	Player_327	23	Japan	日本	73	A	42130314	False
26	京都ホーネッツ	D2	Player_328	25	Japan	日本	74	C	41357202	False
26	京都ホーネッツ	D2	Player_329	36	Foreign	外国籍	70	B	108587508	False
26	京都ホーネッツ	D2	Player_330	27	Asia	アジア/帰化	62	B	50603111	False
26	京都ホーネッツ	D2	Player_331	27	Japan	日本	80	A	83966385	False
26	京都ホーネッツ	D2	Player_332	34	Foreign	外国籍	62	C	61733012	False
26	京都ホーネッツ	D2	Player_333	21	Japan	日本	71	A	20458164	False
26	京都ホーネッツ	D2	Player_334	30	Foreign	外国籍	53	C	59013888	False
26	京都ホーネッツ	D2	Player_335	22	Japan	日本	72	D	18190208	False
26	京都ホーネッツ	D2	Player_336	18	Japan	日本	70	B	18937339	False
26	京都ホーネッツ	D2	Player_337	20	Japan	日本	71	D	18291069	False
26	京都ホーネッツ	D2	Player_338	25	Japan	日本	80	C	80540046	False
